Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover,
FONC. PARIS NORD,FR0011277391,FPN,Euronext Paris,EUR,0.031,0.031,0.03,0.03,26/11/19,CET,12440,376.2,
FONCIERE 7 INVEST,FR0000065930,LEBL,Euronext Paris,EUR,0.83,0.83,0.83,0.83,26/11/19,CET,300,249,
FONCIERE ATLAND,FR0000064362,FATL,Euronext Paris,EUR,157,157,157,157,26/11/19,CET,1,157,
FONCIERE ATLAND DS,FR0013460482,FATDS,Euronext Paris,EUR,2.8575,2.8575,2.8575,2.8575,26/11/19,CET,2,5.72,
FONCIERE EURIS,FR0000038499,EURS,Euronext Paris,EUR,16.4,16.4,16.4,16.4,22/11/19,CET,7,114.8,
FONCIERE INEA,FR0010341032,INEA,Euronext Paris,EUR,42,42,41.6,41.8,26/11/19,CET,234,9806,
FONCIERE LYONNAISE,FR0000033409,FLY,Euronext Paris,EUR,72.2,73.4,72,72,26/11/19,CET,488,35527.8,
FONCIERE VINDI,FR0011605617,MLVIN,Euronext Access Paris,EUR,2.38,2.38,2.38,2.38,25/11/19,CET,610,1451.8,
FONCIERE VOLTA,FR0000053944,SPEL,Euronext Paris,EUR,7.2,7.2,7.2,7.2,20/11/19,CET,100,720,
FOOT LOCKER,US3448491049,FOOTL,Traded not listed Brussels,USD,-,-,-,-,-,CET,-,-,
FORESTIERE EQUAT.,CI0000053161,FORE,Euronext Paris,EUR,680,680,680,680,25/11/19,CET,10,6800,
FORFARMERS,NL0011832811,FFARM,Euronext Amsterdam,EUR,5.56,5.56,5.43,5.5,26/11/19,CET,119117,654873.7,
FOUNTAIN,BE0003752665,FOU,Euronext Brussels,EUR,1.28,1.28,1.16,1.16,26/11/19,CET,8201,10437.28,
FOUNTAINE PAJOT,FR0010485268,ALFPC,Euronext Growth Paris,EUR,89,90.2,88,88.4,26/11/19,CET,734,65299.8,
FRANCAISE ENERGIE,FR0013030152,LFDE,Euronext Paris,EUR,17,17.3,16.8,17.15,26/11/19,CET,4590,78134.5,
FRANCE SOIR GROUPE,FR0013222346,MLFSG,Euronext Access Paris,EUR,0.02,0.02,0.02,0.02,26/11/19,CET,1000,20,
FRANCE TOURISME,FR0010823724,MLFTI,Euronext Access Paris,EUR,0.03,0.03,0.03,0.03,25/11/19,CET,4036,121.08,
FREELANCE.COM,FR0004187367,ALFRE,Euronext Growth Paris,EUR,2.3,2.32,2.28,2.32,26/11/19,CET,19620,45061.14,
FREY,FR0010588079,FREY,Euronext Paris,EUR,34,34,34,34,26/11/19,CET,79,2686,
FUGRO,NL0000352565,FUR,Euronext Amsterdam,EUR,8.45,8.57,8.426,8.462,26/11/19,CET,534835,4542112.27,
FUT.CLUBE PORTO,PTFCP0AM0008,FCP,Euronext Lisbon,EUR,0.625,0.66,0.625,0.66,27/11/19,BST,1192,745.39,
FUTUREN,FR0011284991,FTRN,Euronext Paris,EUR,1.145,1.15,1.145,1.15,26/11/19,CET,4415,5064.61,
G.A.I.,FR0000053415,MLGAI,Euronext Access Paris,EUR,70,70,70,70,16/4/19,CET,1,70,
GALAPAGOS,BE0003818359,GLPG,Euronext Amsterdam,,,,,,,,,,
GALEO,FR0011100759,MLGAL,Euronext Access Paris,EUR,0.268,0.268,0.268,0.268,6/11/19,CET,298,79.86,
GALIMMO,FR0000030611,GALIM,Euronext Paris,EUR,18.2,18.2,18.2,18.2,26/11/19,CET,1,18.2,
GALLOO ILE DE FCE,FR0000077232,MLGRD,Euronext Access Paris,EUR,9.94,9.94,9.94,9.94,27/12/16,CET,3,29.82,
GALP ENERGIA-NOM,PTGAL0AM0009,GALP,Euronext Lisbon,EUR,15.08,15.08,14.755,14.94,27/11/19,BST,2574485,38444185.34,
GASCOGNE,FR0000124414,ALBI,Euronext Growth Paris,EUR,3.26,3.26,3.24,3.24,26/11/19,CET,60,195.2,
GAUMONT,FR0000034894,GAM,Euronext Paris,EUR,125,127.5,125,127.5,25/11/19,CET,166,20775.5,
GAUSSIN,FR0010342329,ALGAU,Euronext Growth Paris,EUR,0.18,0.182,0.1799,0.1806,26/11/19,CET,81805,14765.96,
GAUSSIN BSAR,FR0011462803,GAUBS,Euronext Growth Paris,EUR,0.16,0.17,0.16,0.17,30/10/19,CET,2116,339.72,
GBL,BE0003797140,GBLB,Euronext Brussels,EUR,92.32,93.04,92.02,93.04,26/11/19,CET,227804,21155353.38,
GEA GRENOBL.ELECT.,FR0000053035,GEA,Euronext Paris,EUR,109,109,106,106,26/11/19,CET,36,3858,
GECI INTL,FR0000079634,GECP,Euronext Paris,EUR,0.0326,0.0331,0.0321,0.0325,26/11/19,CET,278199,9028.21,
GECI INTL BSAR A,FR0013266764,GECBT,Euronext Paris,EUR,0.0038,0.0056,0.0038,0.0056,26/11/19,CET,377,1.44,
GECINA NOM.,FR0010040865,GFC,Euronext Paris,EUR,155.6,158.4,155.4,158.2,26/11/19,CET,185748,29316660.7,
GENERAL ELECTRIC,US3696041033,GNE,Euronext Paris,EUR,10.46,10.58,10.322,10.38,26/11/19,CET,16645,174533.6,
GENERIX GROUP,FR0010501692,GENX,Euronext Paris,EUR,5.02,5.6,5.02,5.5,26/11/19,CET,108859,587846.66,
GENEURO,CH0308403085,GNRO,Euronext Paris,EUR,3.48,3.48,3.47,3.47,26/11/19,CET,819,2843.14,
GENFIT,FR0004163111,GNFT,Euronext Paris,EUR,13.92,14.72,13.57,14.68,26/11/19,CET,757967,10845896.73,
GENK LOGIST. CERT,BE0003740546,GENK,Euronext Brussels,EUR,48.2,48.2,48.2,48.2,26/11/19,CET,4,192.8,
GENKYOTEX,FR0013399474,GKTX,Euronext Paris,,,,,,,,,,
GENOMIC VISION,FR0011799907,GV,Euronext Paris,EUR,0.3005,0.3005,0.29,0.2905,26/11/19,CET,276083,81126.84,
GENOWAY,FR0004053510,ALGEN,Euronext Growth Paris,EUR,1.1,1.11,1.1,1.11,26/11/19,CET,1140,1254.05,
GENSIGHT BIOLOGICS,FR0013183985,SIGHT,Euronext Paris,EUR,1.142,1.142,1.082,1.094,26/11/19,CET,114404,126463.29,
GENTLEMENS EQUITY,PTGVE1AE0009,MLGEQ,Euronext Access Paris,EUR,0.011,0.011,0.011,0.011,31/10/19,CET,1000,11,
GETLINK SE,FR0010533075,GET,Euronext Paris,,,,,,,,,,
GEVELOT,FR0000033888,ALGEV,Euronext Growth Paris,EUR,195,195,195,195,26/11/19,CET,228,44460,
GIMV,BE0003699130,GIMB,Euronext Brussels,EUR,55.2,55.5,55.1,55.5,26/11/19,CET,30968,1716921.9,
GL EVENTS,FR0000066672,GLO,Euronext Paris,EUR,23.2,23.85,23.2,23.85,26/11/19,CET,13249,314414.55,
GLANBIA PLC,IE0000669501,GL9,Euronext Dublin,EUR,10.7,10.7,10.44,10.44,26/11/19,UTC,631852,6620417.97,
GLENVEAGH PROP.PLC,IE00BD6JX574,GVR,Euronext Dublin,EUR,0.758,0.77,0.754,0.77,26/11/19,UTC,910870,697741.76,
GLINTT,PTPAD0AM0007,GLINT,Euronext Lisbon,EUR,0.147,0.147,0.146,0.146,27/11/19,BST,1350,198.29,
GLOBAL BIOENERGIES,FR0011052257,ALGBE,Euronext Growth Paris,EUR,2.47,2.47,2.345,2.4,26/11/19,CET,18120,43385.71,
GLOBAL ECOPOWER,FR0011289198,ALGEP,Euronext Growth Paris,EUR,1.75,1.785,1.75,1.78,26/11/19,CET,7794,13853.18,
GLOBAL GRAPHICS,GB00BYN5BY03,GLOG,Euronext Brussels,EUR,3.6,3.6,3.52,3.52,26/11/19,CET,1656,5937.12,
GOLD BY GOLD,FR0011208693,ALGLD,Euronext Growth Paris,EUR,1,1,0.99,0.99,25/11/19,CET,600,598,
GOUR MEDICAL,FR0013371507,MLGML,Euronext Access Paris,EUR,0.36,0.36,0.36,0.36,18/11/19,CET,1500,540,
GPE GROUP PIZZORNO,FR0010214064,GPE,Euronext Paris,EUR,13.6,13.6,13.5,13.5,26/11/19,CET,404,5472.85,
GPE PAROT (AUTO),FR0013204070,ALPAR,Euronext Growth Paris,EUR,4.12,4.12,4.08,4.08,26/11/19,CET,711,2903.72,
GRAINES VOLTZ,FR0000065971,GRVO,Euronext Paris,EUR,54.5,54.5,54.5,54.5,26/11/19,CET,9,490.5,
GRANDVISION,NL0010937066,GVNV,Euronext Amsterdam,EUR,27.44,27.52,27.44,27.46,26/11/19,CET,99580,2736584.32,
GREAT WESTERN MIN.,IE00B1FR8863,8GW,Euronext Growth Dublin,EUR,0.0016,0.0016,0.0016,0.0016,18/11/19,UTC,20106,32.17,
GRECEMAR,FR0013406881,MLCMG,Euronext Access Paris,EUR,1.2,1.2,1.2,1.2,7/5/19,CET,10,12,
GREEN ENERGY GE4S,BE0948833760,MLGES,Euronext Access Paris,EUR,3.84,3.84,3.84,3.84,25/11/19,CET,310,1190.4,
GREENCOAT REN.,IE00BF2NR112,GRP,Euronext Growth Dublin,EUR,1.18,1.18,1.15,1.15,26/11/19,UTC,289002,333813.16,
GREENYARD,BE0003765790,GREEN,Euronext Brussels,EUR,5.1,5.12,5.05,5.1,26/11/19,CET,37510,190782.34,
GROUPE CARNIVOR,FR0000076960,MLGRC,Euronext Access Paris,EUR,17,17,17,17,10/5/19,CET,160,2720,
GROUPE CRIT,FR0000036675,CEN,Euronext Paris,EUR,66,66,65.7,65.8,26/11/19,CET,7796,513209.1,
GROUPE FLO,FR0004076891,FLO,Euronext Paris,EUR,0.21,0.213,0.21,0.212,26/11/19,CET,4667582,985164.34,
GROUPE GORGE,FR0000062671,GOE,Euronext Paris,EUR,16,16.14,15.68,15.7,26/11/19,CET,5926,94829.26,
GROUPE GUILLIN,FR0012819381,ALGIL,Euronext Growth Paris,EUR,14.98,15,14.86,14.9,26/11/19,CET,56090,837166.86,
GROUPE IRD,FR0000124232,IRD,Euronext Paris,EUR,26.415,26.415,26.415,26.415,26/11/19,CET,14,369.82,
GROUPE JAJ,FR0004010338,GJAJ,Euronext Paris,EUR,1.05,1.14,1.05,1.14,25/11/19,CET,531,557.64,
GROUPE LDLC,FR0000075442,ALLDL,Euronext Growth Paris,EUR,9.3,9.3,9,9.14,26/11/19,CET,8032,73252.36,
GROUPE OPEN,FR0004050300,OPN,Euronext Paris,EUR,10.68,10.82,10.6,10.82,26/11/19,CET,19295,206815.3,
GROUPE PARTOUCHE,FR0012612646,PARP,Euronext Paris,EUR,27.5,27.7,27.5,27.7,26/11/19,CET,409,11258.8,
GROUPE PLUS-VALUES,FR0010529719,MLPVG,Euronext Access Paris,EUR,0.01,0.01,0.01,0.01,18/3/13,CET,20000,200,
GROUPE SFPI,FR0004155000,SFPI,Euronext Paris,EUR,1.69,1.71,1.685,1.71,26/11/19,CET,203853,343552.04,
GROUPE TERA,FR0013429404,ALGTR,Euronext Growth Paris,EUR,4.248,4.248,4.248,4.248,26/11/19,CET,10,42.48,
GROUPIMO,FR0013297488,ALIMO,Euronext Growth Paris,EUR,0.094,0.094,0.094,0.094,25/11/19,CET,3435,322.89,
GROWNERS,BE0003861789,GROWN,Euronext Access Brussels,EUR,2.12,2.12,2.12,2.12,11/11/19,CET,10,21.2,
GT BIOPHARMA INC,US36254L1008,GTBP,Euronext Paris,EUR,1.03,1.03,1.03,1.03,4/12/18,CET,1,1.03,
GTT,FR0011726835,GTT,Euronext Paris,EUR,82.3,83.1,81.6,82,26/11/19,CET,69858,5736524.6,
GUANDAO PUER INVES,LU1840650458,MLGDI,Euronext Access Paris,EUR,1.59,1.59,1.59,1.59,10/5/19,CET,100,159,
GUERBET,FR0000032526,GBT,Euronext Paris,EUR,51.5,52.7,51.5,52.5,26/11/19,CET,16075,843763,
GUILLEMOT,FR0000066722,GUI,Euronext Paris,EUR,2.25,2.41,2.25,2.395,26/11/19,CET,52177,122546.18,
H2O INNOVATION INC,CA4433003064,ALHEO,Euronext Growth Paris,EUR,1.05,1.05,1.05,1.05,25/11/19,CET,1450,1522.5,
HAL TRUST,BMG455841020,HAL,Euronext Amsterdam,EUR,145.6,146.8,145.4,146.6,26/11/19,CET,18062,2643070.8,
HAMON,BE0974352842,HAMO,Euronext Brussels,EUR,1.81,1.9,1.8,1.9,26/11/19,CET,11968,21627.4,
HARVEST,FR0010207795,ALHVS,Euronext Growth Paris,EUR,91,91,91,91,25/11/19,CET,721,65611,
HAULOTTE GROUP,FR0000066755,PIG,Euronext Paris,EUR,4.925,5.05,4.905,4.95,26/11/19,CET,413206,2046166.55,
HEALTH,FR0013251584,MLAHC,Euronext Access Paris,EUR,1.32,1.32,1.32,1.32,22/11/19,CET,8,10.56,
HEIJMANS,NL0009269109,HEIJM,Euronext Amsterdam,EUR,7.31,7.38,7.24,7.34,26/11/19,CET,82328,601681.9,
HEINEKEN,NL0000009165,HEIA,Euronext Amsterdam,EUR,93.76,94.58,93.44,94.46,26/11/19,CET,677955,63963850.88,
HEINEKEN HOLDING,NL0000008977,HEIO,Euronext Amsterdam,EUR,88.05,88.25,87.4,87.4,26/11/19,CET,287096,25118102.55,
HERIGE,FR0000066540,ALHRG,Euronext Growth Paris,EUR,31.6,31.9,31.6,31.9,26/11/19,CET,501,15957.7,
HERMES INTL,FR0000052292,RMS,Euronext Paris,EUR,662,667.2,660.8,665.4,26/11/19,CET,201389,133973701.6,
HEXAOM,FR0004159473,HEXA,Euronext Paris,EUR,33.95,33.95,33.15,33.85,26/11/19,CET,978,32772.85,
HF,FR0000038531,HF,Euronext Paris,EUR,4.32,4.32,4.32,4.32,26/11/19,CET,25,108,
HIBERNIA REIT PLC,IE00BGHQ1986,HBRN,Euronext Dublin,EUR,1.4,1.416,1.38,1.394,26/11/19,UTC,1672861,2332896.44,
HIGH CO,FR0000054231,HCO,Euronext Paris,EUR,5.52,5.66,5.5,5.64,26/11/19,CET,44302,247261.56,
HIOLLE INDUSTRIES,FR0000077562,ALHIO,Euronext Growth Paris,EUR,4.22,4.22,4.22,4.22,26/11/19,CET,12,50.64,
HIPAY GROUP,FR0012821916,HIPAY,Euronext Paris,EUR,4.55,4.74,4.41,4.72,26/11/19,CET,1961,9046.34,
HITECHPROS,FR0010396309,ALHIT,Euronext Growth Paris,EUR,16.3,16.3,16.2,16.2,26/11/19,CET,1300,21118,
HK,DE000A11Q133,MLHK,Euronext Access Paris,EUR,145,157,145,157,26/11/19,CET,4,592,
HOCHE BAINS L.BAIN,FR0000051302,MLHBB,Euronext Access Paris,EUR,14.9,14.9,14.9,14.9,13/8/19,CET,15,223.5,
HOFFMANN,FR0013451044,ALHGR,Euronext Growth Paris,EUR,19.8,19.9,19.5,19.6,26/11/19,CET,18481,363389.64,
HOLLAND COLOURS,NL0000440311,HOLCO,Euronext Amsterdam,EUR,96,96.5,96,96.5,26/11/19,CET,101,9746,
HOME CONCEPT,FR0012336691,MLHCF,Euronext Access Paris,EUR,10.8,10.8,10.8,10.8,19/11/19,CET,10,108,
HOME INVEST BE.,BE0003760742,HOMI,Euronext Brussels,EUR,114.5,114.5,113,114.5,26/11/19,CET,1358,154353.5,
HOPENING,FR0010312181,MLHPE,Euronext Access Paris,EUR,1.57,1.57,1.57,1.57,28/10/19,CET,200,314,
HOPSCOTCH GROUPE,FR0000065278,HOP,Euronext Paris,EUR,8.98,9,8.92,8.92,26/11/19,CET,676,6057.68,
HORIZONTALSOFTWARE,FR0013219367,ALHSW,Euronext Growth Paris,EUR,0.92,1.03,0.92,1.03,25/11/19,CET,171,159.63,
HOSTELWORLD GROUP,GB00BYYN4225,HSW,Euronext Dublin,EUR,1.4,1.4,1.4,1.4,13/11/19,UTC,150,210,
HOT.MAJESTIC CANNE,FR0006226791,MLHMC,Euronext Access Paris,EUR,3960,3980,3960,3980,26/11/19,CET,2,7940,
HOTELIM,FR0000053738,MLHOT,Euronext Access Paris,EUR,34.4,34.4,34.4,34.4,25/11/19,CET,2,68.8,
HOTELS DE PARIS,FR0004165801,HDP,Euronext Paris,EUR,4.1,4.1,4.1,4.1,26/11/19,CET,1650,6765,
HOTL.IMMOB.NICE,FR0006563904,MLHIN,Euronext Access Paris,EUR,220,220,220,220,26/11/19,CET,1,220,
HSBC HOLDINGS,GB0005405286,HSB,Euronext Paris,EUR,6.841,6.841,6.783,6.791,26/11/19,CET,15501,105359.3,
HUNTER DOUGLAS,ANN4327C1220,HDG,Euronext Amsterdam,EUR,58.6,59,58,59,26/11/19,CET,2206,128772.6,
HUNTER DOUGLAS,ANN4327C1303,HUNDP,Euronext Amsterdam,EUR,0.21,0.21,0.21,0.21,4/11/19,CET,1000,210,
HYBRIGENICS,FR0004153930,ALHYG,Euronext Growth Paris,EUR,0.1182,0.1238,0.1182,0.1214,26/11/19,CET,123422,14994.77,
HYDRATEC,NL0009391242,HYDRA,Euronext Amsterdam,EUR,67.5,67.5,67.5,67.5,26/11/19,CET,29,1957.5,
HYDRAULIQUE PB,FR0000064735,MLHYD,Euronext Access Paris,EUR,505,505,505,505,25/10/19,CET,1,505,
HYDRO-EXPLOIT.,FR0005843125,MLHYE,Euronext Access Paris,EUR,58,58,58,58,16/10/19,CET,10,580,
I.CERAM,FR0011511971,ALICR,Euronext Growth Paris,EUR,1.85,1.88,1.76,1.79,26/11/19,CET,4651,8398.06,
I2S,FR0005854700,ALI2S,Euronext Growth Paris,EUR,3.24,3.5,3.24,3.5,26/11/19,CET,41,140.64,
IBA,BE0003766806,IBAB,Euronext Brussels,EUR,13.7,13.9,13.56,13.66,26/11/19,CET,30553,417956.09,
IBM,US4592001014,IBMA,Traded not listed Brussels,USD,133.75,133.75,133.75,133.75,12/11/19,CET,501,60690.81,
ICADE,FR0000035081,ICAD,Euronext Paris,EUR,89.1,91.45,89,91.4,26/11/19,CET,173667,15814974.15,
ICT GROUP,NL0000359537,ICT,Euronext Amsterdam,EUR,11.35,11.45,11.3,11.45,26/11/19,CET,4636,52758.8,
ID LOGISTICS GROUP,FR0010929125,IDL,Euronext Paris,EUR,186.2,198.6,186,195,26/11/19,CET,3328,638302.8,
IDI,FR0000051393,IDIP,Euronext Paris,EUR,44.5,44.8,44.5,44.8,26/11/19,CET,444,19804.2,
IDS,FR0000079691,MLIDS,Euronext Access Paris,EUR,0.68,0.68,0.68,0.68,18/11/19,CET,1,0.68,
IDSUD,FR0000062184,ALIDS,Euronext Growth Paris,EUR,68.5,68.5,66,66.5,26/11/19,CET,3047,204595.5,
IEP INVEST,BE0003748622,IEP,Euronext Brussels,EUR,7.45,7.45,7.45,7.45,26/11/19,CET,1,7.45,
IEX GROUP NV,NL0010556726,IEX,Euronext Amsterdam,EUR,3.8,3.8,3.8,3.8,20/11/19,CET,250,950,
IFF,US4595061015,IFF,Euronext Paris,EUR,124,124,124,124,31/10/19,CET,300,37200,
IGE + XAO,FR0000030827,IGE,Euronext Paris,EUR,176,178,176,178,26/11/19,CET,38,6710,
ILIAD,FR0004035913,ILD,Euronext Paris,EUR,114.1,116,114,115.45,26/11/19,CET,267699,30835305.4,
IMALLIANCE,FR0010086371,MLIML,Euronext Access Paris,EUR,0.162,0.162,0.162,0.162,26/11/19,CET,1046,169.46,
IMCD,NL0010801007,IMCD,Euronext Amsterdam,EUR,75.75,77,75.55,76.55,26/11/19,CET,214561,16371185.1,
IMERYS,FR0000120859,NK,Euronext Paris,EUR,37.66,38,35.22,36.42,26/11/19,CET,3534254,128821068.7,
IMM.PARIS.PERLE,FR0006859039,MLIPP,Euronext Access Paris,EUR,51.5,51.5,51.5,51.5,8/4/19,CET,1,51.5,
IMMERSION,FR0013060100,ALIMR,Euronext Growth Paris,EUR,0.91,1.03,0.91,1.03,26/11/19,CET,7051,6758.53,
IMMO MCC,BE0974287196,MCC,Euronext Brussels,EUR,715,715,715,715,26/11/19,CET,2,1430,
IMMO MOURY,BE0003893139,IMMOU,Euronext Brussels,EUR,49.2,49.2,49.2,49.2,26/11/19,CET,10,492,
IMMOB.DASSAULT,FR0000033243,IMDA,Euronext Paris,EUR,67,67,66,66.5,26/11/19,CET,145,9637,
IMMOBEL,BE0003599108,IMMO,Euronext Brussels,EUR,67.6,67.8,67.2,67.4,26/11/19,CET,1002,67541.6,
IMOB.C GRAO PARA,PTGPA0AP0007,GPA,Euronext Lisbon,EUR,0.282,0.282,0.282,0.282,21/11/19,BST,33,9.31,
IMPLANET,FR0010458729,ALIMP,Euronext Growth Paris,EUR,0.0772,0.0772,0.074,0.075,26/11/19,CET,132350,9848.99,
IMPRIMERIE CHIRAT,FR0000065773,MLIMP,Euronext Access Paris,EUR,13.9,13.9,13.9,13.9,26/11/19,CET,1,13.9,
INAPA-INV.P.GESTAO,PTINA0AP0008,INA,Euronext Lisbon,EUR,0.0464,0.0478,0.0464,0.0478,27/11/19,BST,65000,3038.61,
INDLE FIN.ENTREPR.,FR0000066219,INFE,Euronext Paris,EUR,51.5,51.5,51.5,51.5,26/11/19,CET,16,824,
INFOCLIP,FR0011158823,MLIFC,Euronext Access Paris,EUR,1.78,1.78,1.78,1.78,26/11/19,CET,46,81.88,
INFOTEL,FR0000071797,INF,Euronext Paris,EUR,37,37.55,36.95,37.5,26/11/19,CET,1769,65842.8,
ING GROEP N.V.,NL0011821202,INGA,Euronext Amsterdam,,,,,,,,,,
INGENICO GROUP,FR0000125346,ING,Euronext Paris,EUR,96,98,95.66,97.62,26/11/19,CET,556713,54128645.98,
INNATE PHARMA,FR0010331421,IPH,Euronext Paris,EUR,5.435,5.715,5.41,5.7,26/11/19,CET,347345,1949655.94,
INNELEC MULTIMEDIA,FR0000064297,INN,Euronext Paris,EUR,4.9,4.91,4.86,4.91,26/11/19,CET,1940,9451.04,
INNOVADERMA PLC,GB00BT9PTW34,MLIDP,Euronext Access Paris,EUR,0.7,0.7,0.7,0.7,5/9/16,CET,75,52.5,
INSTALLUX,FR0000060451,STAL,Euronext Paris,EUR,340,340,340,340,26/11/19,CET,12,4080,
INTEGRAGEN,FR0010908723,ALINT,Euronext Growth Paris,EUR,1.015,1.025,0.98,1,26/11/19,CET,17065,17049.76,
INTEL CORP,US4581401001,INCO,Traded not listed Brussels,USD,61,61,56,56,31/10/19,CET,26,1363.64,
INTERPARFUMS,FR0004024222,ITP,Euronext Paris,EUR,35.6,37.4,35.6,37.3,26/11/19,CET,91636,3358160.8,
INTERTRUST,NL0010937058,INTER,Euronext Amsterdam,EUR,16.86,16.92,16.76,16.83,26/11/19,CET,181144,3048214.68,
INTERVEST OFF-WARE,BE0003746600,INTO,Euronext Brussels,EUR,27.35,27.45,27.05,27.35,26/11/19,CET,41725,1139726.73,
INTEXA,FR0000064958,ITXT,Euronext Paris,EUR,2.5,2.5,2.5,2.5,11/11/19,CET,200,500,
INTLE PLANT.HEVEAS,FR0000036857,SIPH,Euronext Paris,EUR,85,85.5,85,85,26/11/19,CET,630,53556,
INTRASENSE,FR0011179886,ALINS,Euronext Growth Paris,EUR,0.259,0.2595,0.2485,0.2595,26/11/19,CET,16425,4192.46,
INVENTIVA,FR0013233012,IVA,Euronext Paris,EUR,2.71,3.15,2.67,3.12,26/11/19,CET,75348,215838.99,
INVIBES ADVERTSING,BE0974299316,ALINV,Euronext Growth Paris,EUR,5.2,5.2,5.2,5.2,25/11/19,CET,1486,7727.2,
IOC HOLDING,BE6200101556,MLIOC,Euronext Access Paris,EUR,0.16,0.16,0.16,0.16,26/11/19,CET,130,20.8,
IPOSA PROPERTIES,ES0105417002,MLIPO,Euronext Access Paris,EUR,-,-,-,-,-,CET,-,-,
IPSEN,FR0010259150,IPN,Euronext Paris,EUR,102.6,103.3,101.2,102.8,26/11/19,CET,236412,24270802.4,
IPSOS,FR0000073298,IPS,Euronext Paris,EUR,26.7,26.8,26.55,26.7,26/11/19,CET,30521,814319.4,
IRISH CONT. GP.,IE00BLP58571,IR5B,Euronext Dublin,EUR,4.5,4.55,4.5,4.52,26/11/19,UTC,290987,1312443.4,
IRISH RES. PROP.,IE00BJ34P519,IRES,Euronext Dublin,EUR,1.728,1.756,1.728,1.756,26/11/19,UTC,580170,1018070.45,
ISA,PTIAN0AM0001,ALISA,Euronext Growth Lisbon,EUR,5.15,5.15,5.15,5.15,4/12/13,BST,500,2575,
IT LINK,FR0000072597,ITL,Euronext Paris,EUR,16.4,16.5,16,16.1,26/11/19,CET,4627,75663.7,
ITALY INNOVAZIONI,IT0005336521,MLITN,Euronext Access Paris,EUR,4.9,4.9,4.9,4.9,26/11/19,CET,350,1715,
ITESOFT,FR0004026151,ITE,Euronext Paris,EUR,2.83,2.83,2.82,2.82,26/11/19,CET,1501,4232.83,
ITS GROUP,FR0000073843,ITS,Euronext Paris,EUR,6.62,6.62,6.62,6.62,26/11/19,CET,280529,1857101.98,
IVALIS,FR0010082305,ALIVA,Euronext Growth Paris,EUR,22,22,22,22,24/10/17,CET,50,1100,
JACQUES BOGART,FR0012872141,JBOG,Euronext Paris,EUR,9.18,9.6,9.18,9.48,26/11/19,CET,6987,65490.68,
JACQUET METAL SCE,FR0000033904,JCQ,Euronext Paris,EUR,14.7,14.8,14.56,14.8,26/11/19,CET,25337,373135.46,
JC DECAUX SA.,FR0000077919,DEC,Euronext Paris,EUR,25.86,26.08,25.64,26.02,26/11/19,CET,1173442,30497008.08,
JENSEN-GROUP,BE0003858751,JEN,Euronext Brussels,EUR,32,32,31.8,31.8,26/11/19,CET,789,25148.6,
JSA TECHNOLOGY,FR0010680033,MLJSA,Euronext Access Paris,EUR,0.296,0.296,0.296,0.296,22/11/19,CET,1,0.3,
KALRAY,FR0010722819,ALKAL,Euronext Growth Paris,EUR,12.95,13.15,12.4,12.4,26/11/19,CET,2052,26158.6,
KARDAN,NL0000113652,KARD,Euronext Amsterdam,EUR,0.043,0.043,0.041,0.041,26/11/19,CET,87290,3593.43,
KAUFMAN ET BROAD,FR0004007813,KOF,Euronext Paris,EUR,37.42,37.5,36.92,37.02,26/11/19,CET,29878,1108413.18,
KBC,BE0003565737,KBC,Euronext Brussels,EUR,67.18,67.22,66.36,66.56,26/11/19,CET,1026435,68336378.94,
KBC ANCORA,BE0003867844,KBCA,Euronext Brussels,EUR,45.32,45.32,44.76,45.06,26/11/19,CET,67336,3030968.46,
KENDRION,NL0000852531,KENDR,Euronext Amsterdam,EUR,21,21,20.7,20.95,26/11/19,CET,16210,339158.55,
KENMARE RESOURCES,IE00BDC5DG00,KMR,Euronext Dublin,EUR,2.6,2.6,2.51,2.51,26/11/19,UTC,964,2466.3,
KERING,FR0000121485,KER,Euronext Paris,EUR,544.3,548.7,542.3,546.2,26/11/19,CET,215431,117662523.3,
KERLINK,FR0013156007,ALKLK,Euronext Growth Paris,EUR,3.92,3.97,3.62,3.67,26/11/19,CET,90777,341580.44,
KERRY GROUP PLC,IE0004906560,KRZ,Euronext Dublin,EUR,112.2,116.2,111.8,116.2,26/11/19,UTC,566967,65623140.81,
KEYRUS,FR0004029411,KEY,Euronext Paris,EUR,2.6,2.64,2.59,2.59,26/11/19,CET,27798,72750.61,
KEYWARE TECH.,BE0003880979,KEYW,Euronext Brussels,EUR,0.875,0.875,0.875,0.875,26/11/19,CET,94,82.25,
KIADIS,NL0011323407,KDS,Euronext Amsterdam,,,,,,,,,,
KINEPOLIS GROUP,BE0974274061,KIN,Euronext Brussels,EUR,62,62,60.6,61.2,26/11/19,CET,16295,996242.3,
KINGSPAN GROUP PLC,IE0004927939,KRX,Euronext Dublin,EUR,48.52,49.64,48.38,49.52,26/11/19,UTC,337546,16656150.76,
KKO INT WARRANT A,FR0013381951,KKOWA,Euronext Growth Paris,,,,,,,,,,
KKO INTERNATIONAL,FR0013374667,ALKKO,Euronext Growth Paris,,,,,,,,,,
KLEPIERRE,FR0000121964,LI,Euronext Paris,EUR,32.99,33.16,32.83,33.05,26/11/19,CET,1055258,34880152.95,
